name,instance,run_id,test_incremental/micro/precision,test_incremental_only/macro_types/recall,test_incremental_only/macro_example_exclusive/f1,test_incremental_government-political_party/macro_types/f1,test_incremental_only/macro_example/precision,test_incremental_government-government/macro_types/f1,threshold_incremental,threshold_pretraining,test_incremental/micro/f1,test_pretraining/micro/f1,test_pretraining/macro_example/f1,test_incremental/macro_types/precision,test_incremental_only/micro/f1,test_pretraining/macro_example/precision,test_incremental_only/macro_types/precision,test/micro/f1,test_incremental/macro_example/recall,test_incremental_government-political_party/macro_types/recall,test_incremental/macro_example_exclusive/precision,epoch,test/micro/recall,test/macro_example/f1,test/macro_types/precision,test_pretraining/macro_types/f1,test_incremental_only/macro_example/recall,test/macro_types/f1,test_incremental/macro_types/f1,test_incremental_only/micro/recall,test_incremental/macro_example/precision,test_incremental_government-political_party/macro_types/precision,test/macro_example/precision,test_incremental_only/macro_types/f1,test_pretraining/macro_types/precision,test_incremental_government-government/macro_types/recall,test_pretraining/micro/recall,test_pretraining/micro/precision,test_incremental_only/macro_example_exclusive/recall,test_incremental_only/micro/precision,test_incremental_only/macro_example_exclusive/precision,test_incremental/micro/recall,test_incremental/macro_types/recall,test/macro_types/recall,test_incremental_government/macro_types/precision,test_pretraining/macro_types/recall,test_incremental_government/macro_types/recall,test_incremental_government/macro_types/f1,test_incremental/macro_example_exclusive/recall,test_incremental/macro_example/f1,test/macro_example/recall,test_pretraining/macro_example/recall,test_incremental_only/macro_example/f1,test/micro/precision,test_incremental/macro_example_exclusive/f1,test_incremental_government-government/macro_types/precision
smart_init_kenn_top_down_adapter_bert_ms,0,mmbhmnza,0.8571428656578064,0.9909090995788574,0.9692760705947876,0.8380952477455139,0.03270702809095383,0.9075629711151124,0.12,0.375,0.9099526405334472,0.9055374264717102,0.9202367067337036,0.8381854891777039,0.875,0.9259825944900512,0.7825307250022888,0.9055374264717102,0.033402927219867706,1.0,0.9629629850387572,25,0.9008424878120422,0.9202367067337036,0.8995146155357361,0.8827577233314514,0.03409881889820099,0.8827577233314514,0.9023293852806092,0.9898989796638488,0.03317096084356308,0.7213114500045776,0.9259825944900512,0.8744776844978333,0.8995146155357361,0.9818181991577148,0.9008424878120422,0.9102815985679626,0.9898989796638488,0.7839999794960022,0.9494949579238892,0.9696969985961914,0.977104425430298,0.8666137456893921,0.9494949579238892,0.8666137456893921,0.9494949579238892,0.9494949579238892,0.9696969985961914,0.03328653797507286,0.9145616292953492,0.9145616292953492,0.033388424664735794,0.9102815985679626,0.9663183093070984,0.84375
smart_init_kenn_bottom_up_adapter_bert_ms,0,jkgvaeno,0.9441624283790588,0.931818187236786,0.9267607927322388,0.9545454382896424,0.031837161630392075,0.9174312353134156,0.5700000000000001,0.375,0.941772162914276,0.9068931341171264,0.9209515452384948,0.9433221220970154,0.9340102076530457,0.9281779527664183,0.940235674381256,0.9068931341171264,0.032359085977077484,0.9545454382896424,0.9562289714813232,25,0.8995463252067566,0.9209515452384948,0.9056991338729858,0.8845134973526001,0.032011136412620544,0.8845134973526001,0.94050794839859,0.9292929172515868,0.03293899446725845,0.9545454382896424,0.9281779527664183,0.9360079765319824,0.9056991338729858,0.9090909361839294,0.8995463252067566,0.9143610000610352,0.9292929172515868,0.9387755393981934,0.9242424368858336,0.939393937587738,0.937710464000702,0.8642964363098145,0.9494949579238892,0.8642964363098145,0.9494949579238892,0.9494949579238892,0.939393937587738,0.03264646604657173,0.9138367176055908,0.9138367176055908,0.03192390874028206,0.9143610000610352,0.9477366209030152,0.92592591047287
no_init_kenn_hybrid_adapter_bert_ms,2,2u1spfb0,0.9306930899620056,0.9522727727890016,0.9494949579238892,0.9450549483299256,0.03270702809095383,0.9189189672470092,0.23,0.375,0.940000057220459,0.9068350195884703,0.9207621216773988,0.9250342845916748,0.9306930899620056,0.9274646043777466,0.9128039479255676,0.9068350195884703,0.03270702809095383,0.9772727489471436,0.9747475385665894,15,0.8999783992767334,0.9207621216773988,0.9046233296394348,0.8844195604324341,0.03270702809095383,0.8844195604324341,0.9380060434341432,0.9494949579238892,0.03357689827680588,0.914893627166748,0.9274646043777466,0.932120680809021,0.9046233296394348,0.9272727370262146,0.8999783992767334,0.9137969017028807,0.9494949579238892,0.9126213788986206,0.9494949579238892,0.9494949579238892,0.9513468146324158,0.8650985956192017,0.9494949579238892,0.8650985956192017,0.9494949579238892,0.9494949579238892,0.9494949579238892,0.03313625603914261,0.914155662059784,0.914155662059784,0.03270702809095383,0.9137969017028807,0.9619555473327636,0.9107142686843872
no_init_kenn_top_down_adapter_bert_ms,2,2vqysyg6,0.917475700378418,0.9636363983154296,0.9595960378646852,0.9462365508079528,0.03305497765541077,0.9026548862457277,0.34,0.375,0.9356434941291808,0.9066579937934875,0.920577883720398,0.9089215397834778,0.92233008146286,0.926971673965454,0.8886348009109497,0.9066579937934875,0.0328810028731823,1.0,0.9898989796638488,15,0.9001944065093994,0.920577883720398,0.9036755561828612,0.8841989636421204,0.03305497765541077,0.8841989636421204,0.9332528114318848,0.9595959782600404,0.03409881889820099,0.8979591727256775,0.926971673965454,0.9246171712875366,0.9036755561828612,0.9272727370262146,0.9001944065093994,0.9132149815559388,0.9595960378646852,0.8878504633903503,0.9595960378646852,0.9545454382896424,0.958922564983368,0.8655441999435425,0.9494949579238892,0.8655441999435425,0.9494949579238892,0.9494949579238892,0.9545454382896424,0.03347884118556976,0.9142716526985168,0.9142716526985168,0.03305497765541077,0.9132149815559388,0.9719008207321168,0.8793103694915771
no_init_kenn_bottom_up_adapter_bert_ms,2,3w1hcq2q,0.931034505367279,0.9636363983154296,0.9595960378646852,0.95652174949646,0.03305497765541077,0.9189189672470092,0.13,0.375,0.942643404006958,0.906953990459442,0.9207780361175536,0.9256253242492676,0.935960590839386,0.9273776412010192,0.913690447807312,0.906953990459442,0.0328810028731823,1.0,0.9898989796638488,15,0.9001944065093994,0.9207780361175536,0.9046581387519836,0.8846690654754639,0.03305497765541077,0.8846690654754639,0.941979706287384,0.9595959782600404,0.03409881889820099,0.9166666865348816,0.9273776412010192,0.9379990100860596,0.9046581387519836,0.9272727370262146,0.9001944065093994,0.9138157963752748,0.9595960378646852,0.9134615659713744,0.9595960378646852,0.9545454382896424,0.958922564983368,0.8655441999435425,0.9494949579238892,0.8655441999435425,0.9494949579238892,0.9494949579238892,0.9545454382896424,0.03347884118556976,0.9142716526985168,0.9142716526985168,0.03305497765541077,0.9138157963752748,0.9719008207321168,0.9107142686843872
no_init_kenn_hybrid_adapter_bert_ms,1,1s65knlt,0.25498008728027344,0.9909090995788574,0.9848225712776184,0.4536082446575165,0.03375086933374405,0.1932021528482437,0.02,0.375,0.40378549695014954,0.8563507795333862,0.884477436542511,0.4499904215335846,0.2602921426296234,0.8563094735145569,0.2002380937337875,0.8563507795333862,0.033402927219867706,1.0,0.9831649661064148,15,0.9008424878120422,0.884477436542511,0.8766795992851257,0.8716176748275757,0.03409881889820099,0.8716176748275757,0.6161996126174927,0.9898989796638488,0.03386685252189636,0.2933333218097687,0.8563094735145569,0.3331540524959564,0.8766795992851257,0.9818181991577148,0.9008424878120422,0.816046953201294,0.9898989796638488,0.1498470902442932,0.9797979593276978,0.9696969985961914,0.977104425430298,0.8666137456893921,0.9494949579238892,0.8666137456893921,0.9494949579238892,0.9494949579238892,0.9696969985961914,0.033633291721343994,0.9145616292953492,0.9145616292953492,0.03392395004630089,0.816046953201294,0.9763845205307008,0.1071428582072258
no_init_kenn_top_down_adapter_bert_ms,1,3gm1gc7l,0.32593855261802673,0.9818181991577148,0.9772661924362184,0.550000011920929,0.03357689827680588,0.2488262951374054,0.1,0.375,0.4872449040412903,0.8710822463035583,0.8950585126876831,0.49055415391922,0.33105799555778503,0.8764498233795166,0.2610837519168854,0.8710822463035583,0.03322894871234894,1.0,0.9814814925193788,16,0.9006264805793762,0.8950585126876831,0.8790656924247742,0.8726143836975098,0.03375086933374405,0.8726143836975098,0.6518202424049377,0.9797979593276978,0.033808864653110504,0.3793103396892547,0.8764498233795166,0.4124810993671417,0.8790656924247742,0.9636363387107848,0.9006264805793762,0.8434149026870728,0.9797979593276978,0.19917865097522736,0.9747474789619446,0.9646464586257936,0.9710437655448914,0.8662571907043457,0.9494949579238892,0.8662571907043457,0.9494949579238892,0.9494949579238892,0.9646465182304382,0.03351639583706856,0.914474606513977,0.914474606513977,0.033663660287857056,0.8434149026870728,0.9729911684989928,0.1428571492433548
no_init_kenn_bottom_up_adapter_bert_ms,1,3r0msutv,0.2612244784832001,0.9909090995788574,0.9848225712776184,0.47567567229270935,0.03375086933374405,0.196363627910614,0.02,0.375,0.4115755558013916,0.8579363822937012,0.8853273987770081,0.4568808972835541,0.2666666805744171,0.8579041957855225,0.21057382225990295,0.8579363822937012,0.033402927219867706,1.0,0.9831649661064148,15,0.9008424878120422,0.8853273987770081,0.8770849108695984,0.871817946434021,0.03409881889820099,0.871817946434021,0.6226288676261902,0.9898989796638488,0.03386685252189636,0.3120567500591278,0.8579041957855225,0.34733664989471436,0.8770849108695984,0.9818181991577148,0.9008424878120422,0.8189316391944885,0.9898989796638488,0.15408805012702942,0.9797979593276978,0.9696969985961914,0.977104425430298,0.8666137456893921,0.9494949579238892,0.8666137456893921,0.9494949579238892,0.9494949579238892,0.9696969985961914,0.033633291721343994,0.9145616292953492,0.9145616292953492,0.03392395004630089,0.8189316391944885,0.9763845205307008,0.1090909093618393
no_init_kenn_hybrid_adapter_bert_ms,0,19iw82x6,0.4551886916160583,1.0,0.9923664331436156,0.5176470875740051,0.03392484411597252,0.4330708384513855,0.02,0.375,0.6205787658691406,0.8865036964416504,0.9078448414802552,0.5250277519226074,0.46698111295700073,0.9011133909225464,0.31279414892196655,0.8865036964416504,0.03357689827680588,1.0,0.9898990392684937,15,0.901058554649353,0.9078448414802552,0.8810935616493225,0.8739748001098633,0.03444676846265793,0.8739748001098633,0.6845132112503052,1.0,0.03409881889820099,0.3492063581943512,0.9011133909225464,0.47653189301490784,0.8810935616493225,1.0,0.901058554649353,0.8724116086959839,1.0,0.3046153783798218,0.9848484992980956,0.9747474789619446,0.9831650257110596,0.8669701814651489,0.9494949579238892,0.8669701814651489,0.9494949579238892,0.9494949579238892,0.9747475385665894,0.033835846930742264,0.914677619934082,0.914677619934082,0.034183815121650696,0.8724116086959839,0.9822648167610168,0.2763819098472595
no_init_kenn_top_down_adapter_bert_ms,0,1f1ks6n7,0.22158437967300415,1.0,0.9923664331436156,0.22166244685649872,0.03392484411597252,0.23206749558448792,0.060000000000000005,0.375,0.36108511686325073,0.8463020920753479,0.8804737329483032,0.4018019437789917,0.227324903011322,0.8487358093261719,0.12795540690422058,0.8463020920753479,0.03357689827680588,1.0,0.9898990392684937,15,0.901058554649353,0.8804737329483032,0.8738449811935425,0.8703940510749817,0.03444676846265793,0.8703940510749817,0.5704650282859802,1.0,0.03409881889820099,0.1246458888053894,0.8487358093261719,0.2268802523612976,0.8738449811935425,1.0,0.901058554649353,0.7978194355964661,1.0,0.12823833525180817,0.9848484992980956,0.9747474789619446,0.9831650257110596,0.8669701814651489,0.9494949579238892,0.8669701814651489,0.9494949579238892,0.9494949579238892,0.9747475385665894,0.033835846930742264,0.914677619934082,0.914677619934082,0.034183815121650696,0.7978194355964661,0.9822648167610168,0.13126491010189056
no_init_kenn_bottom_up_adapter_bert_ms,0,nsdue8ft,0.4824120700359345,0.9909090995788574,0.9848225712776184,0.5751633644104004,0.03375086933374405,0.4408163428306579,0.02,0.375,0.6442952752113342,0.8887467384338379,0.9094440937042236,0.545791745185852,0.49246230721473694,0.9043551683425904,0.3439401388168335,0.8887467384338379,0.033402927219867706,1.0,0.9882155656814576,15,0.9008424878120422,0.9094440937042236,0.8823149800300598,0.8743938207626343,0.03409881889820099,0.8743938207626343,0.7003701329231262,0.9898989796638488,0.03404082730412483,0.40366971492767334,0.9043551683425904,0.5106396079063416,0.8823149800300598,0.9818181991577148,0.9008424878120422,0.8769716024398804,0.9898989796638488,0.3277592062950134,0.9797979593276978,0.9696969985961914,0.977104425430298,0.8666137456893921,0.9494949579238892,0.8666137456893921,0.9494949579238892,0.9494949579238892,0.9696969985961914,0.033718857914209366,0.91459059715271,0.91459059715271,0.03392395004630089,0.8769716024398804,0.9788686633110046,0.28421053290367126
smart_init_classifier_adapter_bert_ms,2,m78elf2q,0.9052132964134216,0.9818181991577148,0.9695916771888732,0.888888955116272,0.03305497765541077,0.9464285373687744,0.29000000000000004,0.375,0.9339853525161744,0.9065999388694764,0.9207645654678344,0.8931065797805786,0.9194312691688538,0.9271714091300964,0.8649122714996338,0.9065999388694764,0.03322894871234894,1.0,0.9764309525489808,26,0.9006264805793762,0.9207645654678344,0.902745246887207,0.8841248750686646,0.03375086933374405,0.8841248750686646,0.9304459691047668,0.9797979593276978,0.033634886145591736,0.800000011920929,0.9271714091300964,0.9196649193763732,0.902745246887207,0.9636363387107848,0.9006264805793762,0.9126532673835754,0.9797980189323424,0.8660714030265808,0.9595959186553956,0.9646464586257936,0.971043825149536,0.8662571907043457,0.9494949579238892,0.8662571907043457,0.9494949579238892,0.9494949579238892,0.9646464586257936,0.033430684357881546,0.9144456386566162,0.9144456386566162,0.033399298787117004,0.9126532673835754,0.9705029129981996,0.9298245906829834
smart_init_classifier_adapter_bert_ms,1,nnufnd9o,0.8715596199035645,0.9727272987365724,0.959489643573761,0.8301886320114136,0.03270702809095383,0.9285714626312256,0.18000000000000002,0.375,0.9134615659713744,0.9056931734085084,0.92010897397995,0.8571510314941406,0.8807339668273926,0.9259618520736694,0.8109790086746216,0.9056931734085084,0.03305497765541077,1.0,0.9663299918174744,25,0.9004104733467102,0.92010897397995,0.9006302356719971,0.8829240202903748,0.03340292349457741,0.8829240202903748,0.9078763723373412,0.9696969985961914,0.03328694403171539,0.7096773982048035,0.9259618520736694,0.8845193982124329,0.9006302356719971,0.9454545378684998,0.9004104733467102,0.9110382795333862,0.9696969985961914,0.8067227005958557,0.9494949579238892,0.9595959782600404,0.9649832248687744,0.8659006953239441,0.9494949579238892,0.8659006953239441,0.9494949579238892,0.9494949579238892,0.9595959186553956,0.03317055478692055,0.9143296480178832,0.9143296480178832,0.03305131196975708,0.9110382795333862,0.9629511833190918,0.9122806787490844
smart_init_classifier_adapter_bert_ms,0,owaggvnn,0.8495575189590454,0.9909090995788574,0.9692760705947876,0.8224299550056458,0.03270702809095383,0.9075629711151124,0.11,0.375,0.9056603908538818,0.9053407907485962,0.9200934767723083,0.8305525779724121,0.8672565817832947,0.925692617893219,0.7710813283920288,0.9053407907485962,0.033402927219867706,1.0,0.9629629850387572,25,0.9008424878120422,0.9200934767723083,0.8990656137466431,0.8825414776802063,0.03409881889820099,0.8825414776802063,0.8978878259658813,0.9898989796638488,0.03317096084356308,0.6984127163887024,0.925692617893219,0.8672822713851929,0.8990656137466431,0.9818181991577148,0.9008424878120422,0.9098843336105348,0.9898989796638488,0.7716535329818726,0.9494949579238892,0.9696969985961914,0.977104425430298,0.8666137456893921,0.9494949579238892,0.8666137456893921,0.9494949579238892,0.9494949579238892,0.9696969985961914,0.03328653797507286,0.9145616292953492,0.9145616292953492,0.033388424664735794,0.9098843336105348,0.9663183093070984,0.84375
